case_id,tenant,channel,locale,intent,priority,input,chat_json,expected_behavior,ideal_answer,disallowed_content,required_actions,tools_allowed,routing_hint,rag_collection,rag_query,source_urls,source_titles,source_ids,policy_refs,tags,eval_notes
REACH-0011,tenant_03,webchat,en-CA,webhook_verify,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `webhook_verify` in tenant `tenant_03`. Correlation ID: rc_511d323efe. CLI version reach 1.1.11.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach webhook verify`. Error: HTTP 411 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `webhook_verify`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `webhook_verify`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,webhook_verify troubleshooting correlation rc_511d323efe,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_0f7c2a7ffb,reach_support_policy_v1,"webhook_verify,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0012,tenant_04,webchat,en-CA,security_incident,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `security_incident` in tenant `tenant_04`. Correlation ID: rc_fe12565798. CLI version reach 1.2.12.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach security incident`. Error: HTTP 412 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.3.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `security_incident`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `security_incident`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,security_incident troubleshooting correlation rc_fe12565798,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_8183675869,reach_support_policy_v1,"security_incident,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0013,tenant_05,webchat,en-CA,tenant_roles,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `tenant_roles` in tenant `tenant_05`. Correlation ID: rc_7bf4584e9c. CLI version reach 1.3.13.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach tenant roles`. Error: HTTP 413 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.4.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `tenant_roles`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `tenant_roles`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,tenant_roles troubleshooting correlation rc_7bf4584e9c,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_db41c05787,reach_support_policy_v1,"tenant_roles,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0014,tenant_06,webchat,en-CA,preview_500,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `preview_500` in tenant `tenant_06`. Correlation ID: rc_1b602f3324. CLI version reach 1.4.14.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach preview 500`. Error: HTTP 414 or config validation failure. Running on Ubuntu 22.04 with Node 20.0.5.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `preview_500`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `preview_500`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,preview_500 troubleshooting correlation rc_1b602f3324,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_e750ebb4d0,reach_support_policy_v1,"preview_500,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0015,tenant_07,webchat,en-CA,config_validation,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `config_validation` in tenant `tenant_07`. Correlation ID: rc_d55fc02760. CLI version reach 1.5.15.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach config validation`. Error: HTTP 415 or config validation failure. Running on Ubuntu 22.04 with Node 20.1.6.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `config_validation`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `config_validation`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,config_validation troubleshooting correlation rc_d55fc02760,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_1d6f71e539,reach_support_policy_v1,"config_validation,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0016,tenant_08,webchat,en-CA,install_cli,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `install_cli` in tenant `tenant_08`. Correlation ID: rc_4ebd5bb539. CLI version reach 1.6.16.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach install cli`. Error: HTTP 416 or config validation failure. Running on Ubuntu 22.04 with Node 20.2.7.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `install_cli`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `install_cli`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,install_cli troubleshooting correlation rc_4ebd5bb539,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_345a9cf68f,reach_support_policy_v1,"install_cli,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0017,tenant_09,webchat,en-CA,login_auth,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `login_auth` in tenant `tenant_09`. Correlation ID: rc_757346e216. CLI version reach 1.7.17.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach login auth`. Error: HTTP 417 or config validation failure. Running on Ubuntu 22.04 with Node 20.3.8.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `login_auth`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `login_auth`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,login_auth troubleshooting correlation rc_757346e216,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_2eaa80732f,reach_support_policy_v1,"login_auth,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0018,tenant_01,webchat,en-CA,api_keys,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `api_keys` in tenant `tenant_01`. Correlation ID: rc_51f79fff3d. CLI version reach 1.8.18.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach api keys`. Error: HTTP 418 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.0.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `api_keys`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `api_keys`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,api_keys troubleshooting correlation rc_51f79fff3d,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_1e0afa624c,reach_support_policy_v1,"api_keys,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0019,tenant_02,webchat,en-CA,rag_setup,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_setup` in tenant `tenant_02`. Correlation ID: rc_b2e8362751. CLI version reach 1.9.19.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag setup`. Error: HTTP 419 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.1.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_setup`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_setup`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_setup troubleshooting correlation rc_b2e8362751,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_de65963466,reach_support_policy_v1,"rag_setup,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0020,tenant_03,webchat,en-CA,rag_quality,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_quality` in tenant `tenant_03`. Correlation ID: rc_02576f5201. CLI version reach 1.0.0.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag quality`. Error: HTTP 420 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_quality`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_quality`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_quality troubleshooting correlation rc_02576f5201,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_c6b69f53c6,reach_support_policy_v1,"rag_quality,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
